10 10 0 -508.3 -508.3 10 0.0434999465942
20 10 0 -507.85 -507.4 20 0.110929965973
30 10 0 -508.633333333 -510.2 30 0.167757987976
40 10 0 -509.225 -511.0 40 0.236837863922
50 10 0 -509.74 -511.8 50 0.308030843735
60 10 0 -509.916666667 -510.8 60 0.382138967514
70 10 0 -509.985714286 -510.4 70 0.460540056229
80 10 0 -510.175 -511.5 80 0.553965091705
90 10 0 -510.355555556 -511.8 90 0.633291006088
100 10 0 -510.4 -510.8 100 0.720098972321
110 10 0 -510.445454545 -510.9 110 0.817250967026
120 10 0 -510.508333333 -511.2 120 0.894737958908
130 10 0 -510.684615385 -512.8 130 0.991431951523
140 10 0 -510.935714286 -514.2 140 1.09195899963
150 10 0 -511.366666667 -517.4 150 1.21373391151
160 10 0 -511.3375 -510.9 160 1.33708691597
170 10 0 -511.182352941 -508.7 170 1.43266797066
180 10 0 -511.372222222 -514.6 180 1.56469106674
190 10 0 -511.268421053 -509.4 190 1.66145420074
200 10 0 -511.215 -510.2 200 1.77017402649
210 10 0 -511.166666667 -510.2 210 1.88029193878
220 10 0 -511.259090909 -513.2 220 2.00797200203
230 10 0 -511.32173913 -512.7 230 2.12544393539
240 10 0 -511.483333333 -515.2 240 2.24898886681
250 10 0 -511.508 -512.1 250 2.34691977501
260 10 0 -511.503846154 -511.4 260 2.47441768646
270 10 0 -511.485185185 -511.0 270 2.57017278671
280 10 0 -511.578571429 -514.1 280 2.71299982071
290 10 0 -511.682758621 -514.6 290 2.84462165833
300 10 0 -511.57 -508.3 300 2.94120168686
310 10 0 -511.558064516 -511.2 310 3.05379056931
320 10 0 -511.4875 -509.3 320 3.16594052315
329 9 0 -508.396969697 -409.5 330 3.28342056274
339 10 0 -508.455882353 -510.4 340 3.41025948524
347 8 0 -502.711428571 -307.4 350 3.53634262085
356 9 0 -500.097222222 -408.6 360 3.65953445435
365 9 0 -497.683783784 -410.8 370 3.78963446617
371 6 0 -487.413157895 -107.4 380 3.92862248421
380 9 0 -485.482051282 -412.1 390 4.07076144218
389 9 0 -483.565 -408.8 400 4.19543337822
398 9 0 -481.680487805 -406.3 410 4.2811794281
405 7 0 -475.352380952 -215.9 420 4.50458145142
415 10 0 -476.172093023 -510.6 430 4.62611532211
423 8 0 -472.345454545 -307.8 440 4.76509928703
429 6 0 -464.313333333 -110.9 450 4.91671013832
436 7 0 -458.841304348 -212.6 460 5.06336212158
