5 5 130 -6.9 -6.9 10 0.202992916107
5 0 61 242.45 491.8 20 0.497958898544
5 0 49 325.433333333 491.4 30 0.80219078064
5 0 58 366.325 489.0 40 1.12577986717
6 1 21 371.6 392.7 50 1.42623591423
7 1 26 374.916666667 391.5 60 1.71310186386
11 4 18 334.7 93.4 70 1.94985771179
12 1 46 341.65 390.3 80 2.25367069244
13 1 28 347.188888889 391.5 90 2.54690074921
13 0 14 361.81 493.4 100 2.83042478561
13 0 41 373.227272727 487.4 110 3.20552372932
13 0 10 383.175 492.6 120 3.5259437561
13 0 7 391.561538462 492.2 130 3.81906175613
15 2 16 384.507142857 292.8 140 4.09434866905
16 1 16 384.893333333 390.3 150 4.40569543839
17 1 10 385.55625 395.5 160 4.65018153191
17 0 15 391.829411765 492.2 170 4.96992063522
17 0 22 397.45 493.0 180 5.25486755371
17 0 25 402.457894737 492.6 190 5.54476165771
20 3 34 391.8 189.3 200 5.83057570457
20 0 9 396.6 492.6 210 6.11894464493
21 1 8 396.477272727 393.9 220 6.37967777252
21 0 15 400.691304348 493.4 230 6.65742397308
22 1 11 400.375 393.1 240 6.92841887474
22 0 17 404.016 491.4 250 7.22566080093
23 1 37 403.473076923 389.9 260 7.52997398376
23 0 25 406.655555556 489.4 270 7.85155391693
23 0 11 409.696428571 491.8 280 8.14578700066
24 1 13 409.137931034 393.5 290 8.41207695007
25 1 21 408.59 392.7 300 8.69198894501
25 0 15 411.325806452 493.4 310 8.96870684624
25 0 18 413.940625 495.0 320 9.22946095467
25 0 29 416.239393939 489.8 330 9.54494094849
26 1 6 415.535294118 392.3 340 9.82559704781
26 0 8 417.817142857 495.4 350 10.0826299191
26 0 15 419.872222222 491.8 360 10.3854911327
27 1 18 419.116216216 391.9 370 10.675163269
29 2 18 415.739473684 290.8 380 10.9653332233
30 1 9 415.2 394.7 390 11.2416422367
32 2 21 412.09 290.8 400 11.5492773056
32 0 58 413.907317073 486.6 410 11.9076094627
33 1 21 413.45 394.7 420 12.1623616219
33 0 13 415.272093023 491.8 430 12.5048716068
34 1 22 414.804545455 394.7 440 12.7630455494
34 0 9 416.524444444 492.2 450 13.0572464466
37 3 15 411.723913043 195.7 460 13.278377533
37 0 9 413.444680851 492.6 470 13.5654025078
38 1 11 413.004166667 392.3 480 13.8499805927
40 2 16 410.591836735 294.8 490 14.1115505695
41 1 11 410.218 391.9 500 14.4097964764
42 1 14 409.850980392 391.5 510 14.7010455132
43 1 43 409.498076923 391.5 520 15.0058755875
45 2 16 407.303773585 293.2 530 15.2874586582
48 3 16 403.303703704 191.3 540 15.5632185936
48 0 14 404.949090909 493.8 550 15.8659226894
49 1 12 404.730357143 392.7 560 16.1467225552
50 1 6 404.589473684 396.7 570 16.3830356598
52 2 21 402.731034483 296.8 580 16.6258745193
53 1 9 402.662711864 398.7 590 16.8374767303
53 0 19 404.235 497.0 600 17.0786635876
54 1 13 404.124590164 397.5 610 17.3025066853
55 1 8 403.998387097 396.3 620 17.53870368
58 3 9 400.711111111 196.9 630 17.7498297691
58 0 5 402.221875 497.4 640 17.9849495888
59 1 7 402.143076923 397.1 650 18.2130067348
59 0 6 403.628787879 500.2 660 18.4211218357
59 0 8 405.1 502.2 670 18.6079616547
59 0 9 406.486764706 499.4 680 18.8551995754
59 0 8 407.827536232 499.0 690 19.0744338036
59 0 7 409.108571429 497.5 700 19.3077139854
59 0 2 410.385915493 499.8 710 19.5202670097
59 0 14 411.611111111 498.6 720 19.7439210415
59 0 7 412.819178082 499.8 730 19.956261158
60 1 13 412.601351351 396.7 740 20.1911809444
60 0 3 413.726666667 497.0 750 20.43095994
61 1 9 413.507894737 397.1 760 20.6587719917
61 0 3 414.623376623 499.4 770 20.8739078045
61 0 6 415.705128205 499.0 780 21.0938606262
62 1 5 415.484810127 398.3 790 21.3094577789
62 0 10 416.51875 498.2 800 21.5360109806
62 0 12 417.532098765 498.6 810 21.7598791122
62 0 7 418.530487805 499.4 820 21.9757490158
64 2 6 417.08313253 298.4 830 22.1792259216
64 0 9 418.01547619 495.4 840 22.4353599548
64 0 4 418.929411765 495.7 850 22.6881570816
64 0 6 419.846511628 497.8 860 22.9204251766
64 0 8 420.756321839 499.0 870 23.140140295
65 1 8 420.519318182 399.9 880 23.3355672359
65 0 5 421.414606742 500.2 890 23.5456712246
65 0 4 422.281111111 499.4 900 23.7626802921
65 0 3 423.128571429 499.4 910 23.976773262
65 0 4 423.95326087 499.0 920 24.1966972351
65 0 8 424.734408602 496.6 930 24.4401733875
65 0 6 425.477659574 494.6 940 24.70506
