10 10 0 -509.5 -509.5 10 0.0977990627289
20 10 0 -510.6 -511.7 20 0.199521064758
30 10 0 -510.033333333 -508.9 30 0.286454916
40 10 0 -510.0 -509.9 40 0.38238286972
50 10 0 -509.9 -509.5 50 0.466576814651
60 10 0 -509.65 -508.4 60 0.542262792587
70 10 0 -509.614285714 -509.4 70 0.635755777359
80 10 0 -510.1875 -514.2 80 0.768902778625
90 10 0 -510.477777778 -512.8 90 0.89993262291
100 10 0 -510.6 -511.7 100 1.04052257538
110 10 0 -510.463636364 -509.1 110 1.16308236122
120 10 0 -510.4 -509.7 120 1.27693223953
130 10 0 -510.723076923 -514.6 130 1.43280220032
140 10 0 -510.842857143 -512.4 140 1.58721518517
150 10 0 -511.133333333 -515.2 150 1.76581025124
160 10 0 -511.31875 -514.1 160 1.90298008919
170 10 0 -511.394117647 -512.6 170 2.05245614052
180 10 0 -511.494444444 -513.2 180 2.20285010338
190 10 0 -511.542105263 -512.4 190 2.35938215256
200 10 0 -511.675 -514.2 200 2.53462505341
210 10 0 -511.723809524 -512.7 210 2.69587111473
220 10 0 -511.654545455 -510.2 220 2.82622814178
228 8 0 -502.917391304 -310.7 230 3.02690219879
238 10 0 -503.179166667 -509.2 240 3.1457221508
246 8 0 -495.372 -308.0 250 3.29112911224
255 9 0 -492.096153846 -410.2 260 3.42901492119
263 8 0 -485.314814815 -309.0 270 3.57370495796
271 8 0 -479.110714286 -311.6 280 3.75784707069
280 9 0 -476.713793103 -409.6 290 3.8905570507
289 9 0 -474.59 -413.0 300 4.05501818657
299 10 0 -475.780645161 -511.5 310 4.20496416092
308 9 0 -473.790625 -412.1 320 4.36966609955
317 9 0 -471.821212121 -408.8 330 4.5188601017
327 10 0 -473.2 -518.7 340 4.71476125717
336 9 0 -471.557142857 -415.7 350 4.9050962925
344 8 0 -467.147222222 -312.8 360 5.0925822258
352 8 0 -463.010810811 -314.1 370 5.31425738335
361 9 0 -461.636842105 -410.8 380 5.48506355286
370 9 0 -460.338461538 -411.0 390 5.66998958588
377 7 0 -454.035 -208.2 400 5.86292552948
387 10 0 -455.368292683 -508.7 410 6.01303958893
394 7 0 -449.464285714 -207.4 420 6.19925355911
404 10 0 -450.848837209 -509.0 430 6.35444951057
411 7 0 -445.418181818 -211.9 440 6.5737555027
418 7 0 -440.133333333 -207.6 450 6.7447385788
426 8 0 -437.336956522 -311.5 460 6.90718054771
434 8 0 -434.691489362 -313.0 470 7.10020542145
442 8 0 -432.14375 -312.4 480 7.29464149475
450 8 0 -429.618367347 -308.4 490 7.45537447929
457 7 0 -425.28 -212.7 500 7.65560245514
465 8 0 -423.050980392 -311.6 510 7.8258266449
474 9 0 -422.861538462 -413.2 520 8.00926685333
482 8 0 -420.773584906 -312.2 530 8.2052719593
490 8 0 -418.748148148 -311.4 540 8.37290978432
498 8 0 -416.796363636 -311.4 550 8.55959391594
507 9 0 -416.673214286 -409.9 560 8.70698785782
515 8 0 -414.822807018 -311.2 570 8.89350485802
523 8 0 -413.020689655 -310.3 580 9.08897471428
532 9 0 -413.057627119 -415.2 590 9.32000780106
537 5 0 -406.331666667 -9.5 600 9.51736974716
544 7 0 -403.054098361 -206.4 610 9.66672182083
552 8 0 -401.540322581 -309.2 620 9.85078668594
560 8 0 -400.09047619 -310.2 630 10.0170016289
567 7 0 -397.1078125 -209.2 640 10.2126386166
575 8 0 -395.746153846 -308.6 650 10.4020216465
580 5 0 -389.845454545 -6.3 660 10.5881416798
587 7 0 -387.171641791 -210.7 670 10.7867486477
594 7 0 -384.486764706 -204.6 680 10.9300825596
601 7 0 -381.939130435 -208.7 690 11.1206126213
608 7 0 -379.477142857 -209.6 700 11.3164415359
615 7 0 -377.076056338 -209.0 710 11.5079114437
623 8 0 -376.1 -306.8 720 11.670491457
632 9 0 -376.608219178 -413.2 730 11.8705074787
640 8 0 -375.72972973 -311.6 740 12.0643465519
647 7 0 -373.542666667 -211.7 750 12.2804546356
655 8 0 -372.711842105 -310.4 760 12.4735267162
661 6 0 -369.292207792 -109.4 770 12.6943657398
669 8 0 -368.543589744 -310.9 780 12.8686356544
675 6 0 -365.305063291 -112.7 790 13.0888855457
683 8 0 -364.65 -312.9 800 13.2923715115
688 5 0 -360.262962963 -9.3 810 13.5068585873
696 8 0 -359.681707317 -312.6 820 13.7238385677
699 3 0 -353.054216867 190.4 830 13.9688124657
703 4 0 -347.751190476 92.4 840 14.156740427
710 7 0 -346.123529412 -209.4 850 14.3310015202
715 5 0 -342.230232558 -11.3 860 14.5773224831
721 6 0 -339.557471264 -109.7 870 14.8299574852
729 8 0 -339.221590909 -310.0 880 15.0116086006
736 7 0 -337.741573034 -207.5 890 15.2034287453
742 6 0 -335.242222222 -112.8 900 15.4390528202
750 8 0 -334.96043956 -309.6 910 15.6186306477
755 5 0 -331.40326087 -7.7 920 15.8097207546
759 4 0 -326.858064516 91.3 930 16.032674551
763 4 0 -322.385106383 93.6 940 16.2305095196
765 2 0 -315.921052632 291.7 950 16.4702563286
770 5 0 -312.711458333 -7.8 960 16.667740345
775 5 0 -309.577319588 -8.7 970 16.8766951561
783 8 0 -309.580612245 -309.9 980 17.0668172836
786 3 0 -304.509090909 192.5 990 17.2741291523
793 7 0 -303.535 -207.1 1000 17.4481720924
801 8 0 -303.581188119 -308.2 1010 17.6249220371
809 8 0 -303.667647059 -312.4 1020 17.8224380016
815 6 0 -301.753398058 -106.5 1030 17.9979431629
821 6 0 -299.870192308 -105.9 1040 18.1709632874
827 6 0 -298.01047619 -104.6 1050 18.3306763172
